<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS;D;20171211;000000;112230.0000000;114850.0000000;112230.0000000;114760.0000000;8770
SPFB.RTS;D;20171212;000000;114900.0000000;115760.0000000;114240.0000000;114420.0000000;11987
SPFB.RTS;D;20171213;000000;114530.0000000;115330.0000000;114020.0000000;115030.0000000;15152
SPFB.RTS;D;20171214;000000;115030.0000000;115360.0000000;114440.0000000;115130.0000000;16105
SPFB.RTS;D;20171215;000000;115030.0000000;115300.0000000;114410.0000000;114730.0000000;31820
SPFB.RTS;D;20171218;000000;114800.0000000;116020.0000000;114230.0000000;114730.0000000;63984
SPFB.RTS;D;20171219;000000;114880.0000000;115320.0000000;113480.0000000;113580.0000000;110564
SPFB.RTS;D;20171220;000000;113730.0000000;114230.0000000;113100.0000000;113750.0000000;157526
SPFB.RTS;D;20171221;000000;113720.0000000;114090.0000000;113000.0000000;113740.0000000;331360
SPFB.RTS;D;20171222;000000;113760.0000000;114920.0000000;113710.0000000;114830.0000000;279696
SPFB.RTS;D;20171225;000000;114890.0000000;115280.0000000;114680.0000000;115030.0000000;130175
SPFB.RTS;D;20171226;000000;115100.0000000;115800.0000000;114510.0000000;115750.0000000;236967
SPFB.RTS;D;20171227;000000;115770.0000000;115960.0000000;115220.0000000;115460.0000000;246422
SPFB.RTS;D;20171228;000000;115460.0000000;115820.0000000;115030.0000000;115400.0000000;183600
SPFB.RTS;D;20171229;000000;115460.0000000;116740.0000000;114920.0000000;116370.0000000;176569
SPFB.RTS;D;20180103;000000;116390.0000000;119950.0000000;115410.0000000;119230.0000000;277840
SPFB.RTS;D;20180104;000000;119330.0000000;122590.0000000;119250.0000000;122530.0000000;383299
SPFB.RTS;D;20180105;000000;122440.0000000;122950.0000000;121470.0000000;122710.0000000;249867
SPFB.RTS;D;20180109;000000;122880.0000000;124520.0000000;122720.0000000;123920.0000000;328893
SPFB.RTS;D;20180110;000000;123930.0000000;124390.0000000;122920.0000000;123680.0000000;354152
SPFB.RTS;D;20180111;000000;123680.0000000;125760.0000000;123130.0000000;125560.0000000;329795
SPFB.RTS;D;20180112;000000;125590.0000000;127050.0000000;124760.0000000;126910.0000000;396629
SPFB.RTS;D;20180115;000000;126990.0000000;127860.0000000;126430.0000000;127170.0000000;348457
SPFB.RTS;D;20180116;000000;127120.0000000;127260.0000000;125060.0000000;125300.0000000;422062
SPFB.RTS;D;20180117;000000;125270.0000000;127470.0000000;124650.0000000;126830.0000000;485696
SPFB.RTS;D;20180118;000000;126830.0000000;129480.0000000;126820.0000000;129280.0000000;492495
SPFB.RTS;D;20180119;000000;129160.0000000;129190.0000000;127090.0000000;127810.0000000;399256
SPFB.RTS;D;20180122;000000;127810.0000000;129270.0000000;127650.0000000;129010.0000000;324000
SPFB.RTS;D;20180123;000000;129020.0000000;129910.0000000;127470.0000000;129040.0000000;441242
SPFB.RTS;D;20180124;000000;129030.0000000;130200.0000000;127890.0000000;130130.0000000;432627
SPFB.RTS;D;20180125;000000;130180.0000000;131950.0000000;130130.0000000;130720.0000000;594614
SPFB.RTS;D;20180126;000000;130720.0000000;131380.0000000;128610.0000000;129160.0000000;474462
SPFB.RTS;D;20180129;000000;129200.0000000;129580.0000000;127550.0000000;127690.0000000;438858
SPFB.RTS;D;20180130;000000;127600.0000000;129600.0000000;127030.0000000;127600.0000000;575871
SPFB.RTS;D;20180131;000000;127600.0000000;128990.0000000;127310.0000000;128550.0000000;487110
SPFB.RTS;D;20180201;000000;128580.0000000;130270.0000000;128300.0000000;129570.0000000;530007
SPFB.RTS;D;20180202;000000;129450.0000000;130300.0000000;126830.0000000;126930.0000000;574322
SPFB.RTS;D;20180205;000000;126900.0000000;127370.0000000;124270.0000000;124350.0000000;713393
SPFB.RTS;D;20180206;000000;124300.0000000;126140.0000000;122000.0000000;125740.0000000;1123370
SPFB.RTS;D;20180207;000000;125770.0000000;126150.0000000;122610.0000000;122700.0000000;699969
SPFB.RTS;D;20180208;000000;122690.0000000;123690.0000000;119610.0000000;119610.0000000;912189
SPFB.RTS;D;20180209;000000;119680.0000000;120440.0000000;115200.0000000;119450.0000000;1250075
SPFB.RTS;D;20180212;000000;119590.0000000;122320.0000000;119590.0000000;121610.0000000;802857
SPFB.RTS;D;20180213;000000;121670.0000000;123480.0000000;121340.0000000;123460.0000000;660159
SPFB.RTS;D;20180214;000000;123410.0000000;126330.0000000;122110.0000000;126320.0000000;874956
SPFB.RTS;D;20180215;000000;126330.0000000;127520.0000000;125670.0000000;127410.0000000;687203
SPFB.RTS;D;20180216;000000;127440.0000000;128090.0000000;125310.0000000;126100.0000000;683651
SPFB.RTS;D;20180219;000000;126260.0000000;127190.0000000;125820.0000000;126290.0000000;344631
SPFB.RTS;D;20180220;000000;126300.0000000;127200.0000000;125720.0000000;126390.0000000;448255
SPFB.RTS;D;20180221;000000;126350.0000000;129850.0000000;126190.0000000;128420.0000000;593514
SPFB.RTS;D;20180222;000000;128420.0000000;131050.0000000;128150.0000000;130670.0000000;467820
SPFB.RTS;D;20180226;000000;130750.0000000;134280.0000000;130750.0000000;133860.0000000;530067
SPFB.RTS;D;20180227;000000;133860.0000000;133920.0000000;130320.0000000;130480.0000000;576363
SPFB.RTS;D;20180228;000000;130410.0000000;130940.0000000;128100.0000000;128280.0000000;549690
SPFB.RTS;D;20180301;000000;128160.0000000;128740.0000000;126500.0000000;128020.0000000;774275
SPFB.RTS;D;20180302;000000;128000.0000000;128360.0000000;124920.0000000;127590.0000000;741399
SPFB.RTS;D;20180305;000000;127470.0000000;129480.0000000;126950.0000000;129460.0000000;485458
SPFB.RTS;D;20180306;000000;129480.0000000;129910.0000000;127010.0000000;127430.0000000;542150
SPFB.RTS;D;20180307;000000;127450.0000000;127450.0000000;125600.0000000;126830.0000000;587415
SPFB.RTS;D;20180309;000000;126730.0000000;129190.0000000;126140.0000000;128940.0000000;325835
SPFB.RTS;D;20180312;000000;128600.0000000;129250.0000000;127820.0000000;128620.0000000;24165
SPFB.RTS;D;20180313;000000;128260.0000000;129120.0000000;126800.0000000;127110.0000000;143208
SPFB.RTS;D;20180314;000000;127070.0000000;128070.0000000;125120.0000000;125600.0000000;230089
SPFB.RTS;D;20180315;000000;125620.0000000;126110.0000000;123940.0000000;124420.0000000;618091
SPFB.RTS;D;20180316;000000;124400.0000000;126230.0000000;123520.0000000;126200.0000000;538623
SPFB.RTS;D;20180319;000000;126110.0000000;126240.0000000;123600.0000000;123990.0000000;537486
SPFB.RTS;D;20180320;000000;124000.0000000;126030.0000000;123260.0000000;125780.0000000;618019
SPFB.RTS;D;20180321;000000;125780.0000000;128390.0000000;125580.0000000;128250.0000000;661621
SPFB.RTS;D;20180322;000000;128110.0000000;128250.0000000;124570.0000000;124620.0000000;674695
SPFB.RTS;D;20180323;000000;124780.0000000;126270.0000000;124340.0000000;124970.0000000;714654
SPFB.RTS;D;20180326;000000;124980.0000000;126170.0000000;122520.0000000;123760.0000000;687776
SPFB.RTS;D;20180327;000000;123800.0000000;124890.0000000;122910.0000000;123160.0000000;594914
SPFB.RTS;D;20180328;000000;123130.0000000;123420.0000000;122010.0000000;122900.0000000;649618
SPFB.RTS;D;20180329;000000;122920.0000000;125450.0000000;122830.0000000;125440.0000000;470422
SPFB.RTS;D;20180330;000000;125450.0000000;125590.0000000;124340.0000000;125190.0000000;211017
SPFB.RTS;D;20180402;000000;125200.0000000;125900.0000000;122850.0000000;123550.0000000;479253
SPFB.RTS;D;20180403;000000;123600.0000000;124090.0000000;122700.0000000;124010.0000000;576167
SPFB.RTS;D;20180404;000000;123950.0000000;124860.0000000;122220.0000000;124860.0000000;662642
SPFB.RTS;D;20180405;000000;124780.0000000;125370.0000000;124080.0000000;124920.0000000;542822
SPFB.RTS;D;20180406;000000;124800.0000000;124910.0000000;122150.0000000;122460.0000000;590931
SPFB.RTS;D;20180409;000000;122490.0000000;122640.0000000;105500.0000000;107980.0000000;1106552
SPFB.RTS;D;20180410;000000;107990.0000000;111460.0000000;104750.0000000;108310.0000000;827640
SPFB.RTS;D;20180411;000000;108200.0000000;111540.0000000;104650.0000000;110970.0000000;687501
SPFB.RTS;D;20180412;000000;110810.0000000;113700.0000000;110210.0000000;112020.0000000;517955
SPFB.RTS;D;20180413;000000;112150.0000000;113790.0000000;109550.0000000;110480.0000000;445997
SPFB.RTS;D;20180416;000000;110360.0000000;112170.0000000;108110.0000000;111950.0000000;568897
SPFB.RTS;D;20180417;000000;111960.0000000;113040.0000000;110230.0000000;111750.0000000;502959
SPFB.RTS;D;20180418;000000;111860.0000000;116690.0000000;111340.0000000;116210.0000000;515044
SPFB.RTS;D;20180419;000000;116310.0000000;117760.0000000;113960.0000000;115110.0000000;487297
SPFB.RTS;D;20180420;000000;115100.0000000;115330.0000000;112450.0000000;113690.0000000;382166
SPFB.RTS;D;20180423;000000;113780.0000000;114900.0000000;112000.0000000;114050.0000000;601119
SPFB.RTS;D;20180424;000000;114160.0000000;116000.0000000;113590.0000000;113960.0000000;384955
SPFB.RTS;D;20180425;000000;113960.0000000;114790.0000000;112890.0000000;113690.0000000;357169
SPFB.RTS;D;20180426;000000;113700.0000000;115370.0000000;112810.0000000;115100.0000000;370326
SPFB.RTS;D;20180427;000000;115060.0000000;116800.0000000;114440.0000000;115860.0000000;312544
SPFB.RTS;D;20180428;000000;115890.0000000;116290.0000000;115860.0000000;115990.0000000;34209
SPFB.RTS;D;20180430;000000;116110.0000000;116920.0000000;114420.0000000;114730.0000000;265963
SPFB.RTS;D;20180502;000000;114720.0000000;115280.0000000;112620.0000000;112850.0000000;348397
SPFB.RTS;D;20180503;000000;112850.0000000;114780.0000000;112470.0000000;114000.0000000;398192
SPFB.RTS;D;20180504;000000;113970.0000000;115780.0000000;113150.0000000;115480.0000000;324380
SPFB.RTS;D;20180507;000000;115490.0000000;115950.0000000;113520.0000000;114020.0000000;289387
SPFB.RTS;D;20180508;000000;114070.0000000;115030.0000000;112820.0000000;114920.0000000;416307
SPFB.RTS;D;20180510;000000;115040.0000000;118650.0000000;115040.0000000;118290.0000000;385283
SPFB.RTS;D;20180511;000000;118220.0000000;119840.0000000;117870.0000000;118420.0000000;314926
SPFB.RTS;D;20180514;000000;118460.0000000;120350.0000000;118170.0000000;119090.0000000;307799
SPFB.RTS;D;20180515;000000;118950.0000000;119640.0000000;116710.0000000;117340.0000000;395233
SPFB.RTS;D;20180516;000000;117200.0000000;119390.0000000;117060.0000000;119100.0000000;368001
SPFB.RTS;D;20180517;000000;119150.0000000;119290.0000000;116880.0000000;117210.0000000;315094
SPFB.RTS;D;20180518;000000;117230.0000000;118350.0000000;116680.0000000;116970.0000000;274835
SPFB.RTS;D;20180521;000000;117100.0000000;119300.0000000;116700.0000000;119030.0000000;281188
SPFB.RTS;D;20180522;000000;118970.0000000;119960.0000000;118480.0000000;118710.0000000;332778
SPFB.RTS;D;20180523;000000;118640.0000000;118640.0000000;116980.0000000;117960.0000000;379316
SPFB.RTS;D;20180524;000000;117960.0000000;118240.0000000;116750.0000000;117500.0000000;357446
SPFB.RTS;D;20180525;000000;117460.0000000;118180.0000000;116010.0000000;116340.0000000;360482
SPFB.RTS;D;20180528;000000;116340.0000000;116880.0000000;115940.0000000;116740.0000000;167231
SPFB.RTS;D;20180529;000000;116660.0000000;116660.0000000;114070.0000000;114650.0000000;439783
SPFB.RTS;D;20180530;000000;114700.0000000;116970.0000000;114570.0000000;116740.0000000;393129
SPFB.RTS;D;20180531;000000;116720.0000000;117260.0000000;115370.0000000;115690.0000000;383176
SPFB.RTS;D;20180601;000000;115740.0000000;117290.0000000;115740.0000000;116640.0000000;294031
SPFB.RTS;D;20180604;000000;116680.0000000;118250.0000000;116620.0000000;117620.0000000;264290
SPFB.RTS;D;20180605;000000;117620.0000000;118430.0000000;116570.0000000;116970.0000000;330486
SPFB.RTS;D;20180606;000000;117010.0000000;118190.0000000;116680.0000000;118170.0000000;307191
SPFB.RTS;D;20180607;000000;118190.0000000;118540.0000000;116170.0000000;116690.0000000;291228
SPFB.RTS;D;20180608;000000;116640.0000000;116640.0000000;113950.0000000;114950.0000000;470727
SPFB.RTS;D;20180609;000000;115010.0000000;115230.0000000;114580.0000000;114950.0000000;34283
SPFB.RTS;D;20180611;000000;112700.0000000;113070.0000000;111390.0000000;111770.0000000;4488
SPFB.RTS;D;20180613;000000;111750.0000000;112690.0000000;110930.0000000;111600.0000000;14424
SPFB.RTS;D;20180614;000000;111670.0000000;112420.0000000;110700.0000000;110950.0000000;13810
SPFB.RTS;D;20180615;000000;111000.0000000;111220.0000000;108650.0000000;109020.0000000;27054
SPFB.RTS;D;20180618;000000;108910.0000000;109160.0000000;107160.0000000;108290.0000000;70978
SPFB.RTS;D;20180619;000000;107960.0000000;108440.0000000;105150.0000000;108080.0000000;146386
SPFB.RTS;D;20180620;000000;108180.0000000;109940.0000000;108180.0000000;108910.0000000;226212
SPFB.RTS;D;20180621;000000;108890.0000000;109520.0000000;108140.0000000;108660.0000000;337192
SPFB.RTS;D;20180622;000000;108740.0000000;110980.0000000;108740.0000000;110740.0000000;365373
SPFB.RTS;D;20180625;000000;110690.0000000;111030.0000000;109540.0000000;110780.0000000;328720
SPFB.RTS;D;20180626;000000;110840.0000000;111220.0000000;109200.0000000;110390.0000000;338627
SPFB.RTS;D;20180627;000000;110330.0000000;111500.0000000;108580.0000000;109970.0000000;438907
SPFB.RTS;D;20180628;000000;109950.0000000;111450.0000000;109670.0000000;111410.0000000;360573
SPFB.RTS;D;20180629;000000;111460.0000000;113490.0000000;111460.0000000;113390.0000000;324470
SPFB.RTS;D;20180702;000000;113300.0000000;114510.0000000;112090.0000000;113140.0000000;401771
SPFB.RTS;D;20180703;000000;113230.0000000;113690.0000000;112280.0000000;112800.0000000;278418
SPFB.RTS;D;20180704;000000;112890.0000000;113160.0000000;112250.0000000;112780.0000000;133237
SPFB.RTS;D;20180705;000000;112870.0000000;115660.0000000;112460.0000000;115080.0000000;434097
SPFB.RTS;D;20180706;000000;115080.0000000;116600.0000000;114320.0000000;116510.0000000;316168
SPFB.RTS;D;20180709;000000;116510.0000000;118870.0000000;116490.0000000;118690.0000000;324594
SPFB.RTS;D;20180710;000000;118800.0000000;119970.0000000;118340.0000000;119800.0000000;330129
SPFB.RTS;D;20180711;000000;119730.0000000;119730.0000000;116050.0000000;116610.0000000;492211
SPFB.RTS;D;20180712;000000;116610.0000000;117790.0000000;116130.0000000;117240.0000000;354005
SPFB.RTS;D;20180713;000000;117290.0000000;118280.0000000;116000.0000000;117150.0000000;352454
SPFB.RTS;D;20180716;000000;117180.0000000;118980.0000000;116570.0000000;116650.0000000;372647
SPFB.RTS;D;20180717;000000;116680.0000000;116860.0000000;114880.0000000;116100.0000000;411926
SPFB.RTS;D;20180718;000000;116060.0000000;116060.0000000;114210.0000000;115130.0000000;419442
SPFB.RTS;D;20180719;000000;115110.0000000;115110.0000000;111680.0000000;112360.0000000;462141
SPFB.RTS;D;20180720;000000;112360.0000000;113390.0000000;111460.0000000;111910.0000000;374073
SPFB.RTS;D;20180723;000000;112030.0000000;113850.0000000;112030.0000000;112930.0000000;299217
SPFB.RTS;D;20180724;000000;113000.0000000;114970.0000000;112240.0000000;112670.0000000;400657
SPFB.RTS;D;20180725;000000;112670.0000000;115390.0000000;112670.0000000;115340.0000000;365205
SPFB.RTS;D;20180726;000000;115310.0000000;115630.0000000;114380.0000000;114910.0000000;357563
SPFB.RTS;D;20180727;000000;114900.0000000;115370.0000000;114000.0000000;114640.0000000;347365
SPFB.RTS;D;20180730;000000;114540.0000000;116380.0000000;114290.0000000;115850.0000000;287553
SPFB.RTS;D;20180731;000000;115910.0000000;117750.0000000;115730.0000000;117080.0000000;329104
SPFB.RTS;D;20180801;000000;117020.0000000;117310.0000000;115720.0000000;116000.0000000;291415
SPFB.RTS;D;20180802;000000;115990.0000000;116180.0000000;113520.0000000;114240.0000000;338033
SPFB.RTS;D;20180803;000000;114190.0000000;114720.0000000;113080.0000000;114060.0000000;289697
SPFB.RTS;D;20180806;000000;114070.0000000;114930.0000000;113320.0000000;113700.0000000;250776
SPFB.RTS;D;20180807;000000;113810.0000000;115340.0000000;113810.0000000;114670.0000000;238994
SPFB.RTS;D;20180808;000000;114530.0000000;114860.0000000;109380.0000000;109990.0000000;575584
SPFB.RTS;D;20180809;000000;109980.0000000;110220.0000000;107480.0000000;108840.0000000;486535
SPFB.RTS;D;20180810;000000;108700.0000000;109600.0000000;105120.0000000;105400.0000000;627884
SPFB.RTS;D;20180813;000000;105240.0000000;107090.0000000;103270.0000000;106620.0000000;553885
SPFB.RTS;D;20180814;000000;106630.0000000;108790.0000000;106630.0000000;108680.0000000;412391
SPFB.RTS;D;20180815;000000;108570.0000000;108570.0000000;104700.0000000;106070.0000000;512065
SPFB.RTS;D;20180816;000000;106160.0000000;107280.0000000;105800.0000000;106350.0000000;343864
SPFB.RTS;D;20180817;000000;106370.0000000;106960.0000000;104710.0000000;106860.0000000;365289
SPFB.RTS;D;20180820;000000;106850.0000000;107000.0000000;106110.0000000;106770.0000000;238650
SPFB.RTS;D;20180821;000000;106870.0000000;108180.0000000;105470.0000000;107870.0000000;376856
SPFB.RTS;D;20180822;000000;107800.0000000;107910.0000000;105050.0000000;106180.0000000;423098
SPFB.RTS;D;20180823;000000;106160.0000000;106750.0000000;104000.0000000;104250.0000000;601563
SPFB.RTS;D;20180824;000000;104370.0000000;107240.0000000;103950.0000000;107190.0000000;449981
SPFB.RTS;D;20180827;000000;107060.0000000;108550.0000000;106550.0000000;107980.0000000;342762
SPFB.RTS;D;20180828;000000;107980.0000000;108690.0000000;107120.0000000;107480.0000000;307236
SPFB.RTS;D;20180829;000000;107480.0000000;109380.0000000;106980.0000000;109330.0000000;319378
SPFB.RTS;D;20180830;000000;109230.0000000;109230.0000000;106610.0000000;106890.0000000;415371
SPFB.RTS;D;20180831;000000;106920.0000000;109590.0000000;106810.0000000;109040.0000000;432372
SPFB.RTS;D;20180903;000000;108960.0000000;109340.0000000;108070.0000000;108590.0000000;219212
SPFB.RTS;D;20180904;000000;108570.0000000;108820.0000000;107230.0000000;107590.0000000;362087
SPFB.RTS;D;20180905;000000;107520.0000000;107890.0000000;106920.0000000;107130.0000000;313451
SPFB.RTS;D;20180906;000000;107130.0000000;107870.0000000;105100.0000000;105740.0000000;407092
SPFB.RTS;D;20180907;000000;105750.0000000;106280.0000000;104520.0000000;104670.0000000;367081
SPFB.RTS;D;20180910;000000;103750.0000000;104290.0000000;102680.0000000;102680.0000000;7159
SPFB.RTS;D;20180911;000000;103300.0000000;105200.0000000;103040.0000000;105200.0000000;9441
SPFB.RTS;D;20180912;000000;104910.0000000;106550.0000000;104750.0000000;105970.0000000;13942
SPFB.RTS;D;20180913;000000;105890.0000000;108740.0000000;105890.0000000;107280.0000000;17899
SPFB.RTS;D;20180914;000000;107290.0000000;108630.0000000;106910.0000000;108310.0000000;16459
SPFB.RTS;D;20180917;000000;108230.0000000;108690.0000000;107340.0000000;108440.0000000;32675
SPFB.RTS;D;20180918;000000;108440.0000000;110640.0000000;108440.0000000;110350.0000000;114463
SPFB.RTS;D;20180919;000000;110590.0000000;112140.0000000;110590.0000000;111960.0000000;177580
SPFB.RTS;D;20180920;000000;112090.0000000;114060.0000000;111950.0000000;112690.0000000;478769
SPFB.RTS;D;20180921;000000;112690.0000000;113710.0000000;112240.0000000;113500.0000000;323956
SPFB.RTS;D;20180924;000000;113640.0000000;115540.0000000;113640.0000000;115290.0000000;267866
SPFB.RTS;D;20180925;000000;115350.0000000;115830.0000000;114220.0000000;115490.0000000;336795
SPFB.RTS;D;20180926;000000;115560.0000000;116190.0000000;113960.0000000;114280.0000000;376063
SPFB.RTS;D;20180927;000000;114280.0000000;117720.0000000;114200.0000000;117050.0000000;440886
SPFB.RTS;D;20180928;000000;116980.0000000;118350.0000000;116300.0000000;117680.0000000;379240
SPFB.RTS;D;20181001;000000;117740.0000000;119250.0000000;116910.0000000;119250.0000000;382279
SPFB.RTS;D;20181002;000000;119190.0000000;119190.0000000;116470.0000000;116970.0000000;432381
SPFB.RTS;D;20181003;000000;117000.0000000;119220.0000000;117000.0000000;117910.0000000;503122
SPFB.RTS;D;20181004;000000;117890.0000000;117970.0000000;114250.0000000;114290.0000000;591139
SPFB.RTS;D;20181005;000000;114310.0000000;116320.0000000;114250.0000000;116310.0000000;530432
SPFB.RTS;D;20181008;000000;116270.0000000;116290.0000000;114080.0000000;116060.0000000;395417
SPFB.RTS;D;20181009;000000;116090.0000000;117030.0000000;114960.0000000;116000.0000000;437280
SPFB.RTS;D;20181010;000000;116080.0000000;116480.0000000;112050.0000000;112070.0000000;606610
SPFB.RTS;D;20181011;000000;112130.0000000;113480.0000000;111000.0000000;113020.0000000;822643
SPFB.RTS;D;20181012;000000;113030.0000000;115330.0000000;113030.0000000;115160.0000000;515865
SPFB.RTS;D;20181015;000000;115180.0000000;115720.0000000;113680.0000000;114530.0000000;438758
SPFB.RTS;D;20181016;000000;114540.0000000;117500.0000000;114250.0000000;117320.0000000;432233
SPFB.RTS;D;20181017;000000;117280.0000000;117690.0000000;115230.0000000;115890.0000000;427634
SPFB.RTS;D;20181018;000000;115740.0000000;115740.0000000;113050.0000000;113500.0000000;439022
SPFB.RTS;D;20181019;000000;113540.0000000;114280.0000000;112130.0000000;112590.0000000;555483
SPFB.RTS;D;20181022;000000;112650.0000000;113960.0000000;111220.0000000;111650.0000000;458574
SPFB.RTS;D;20181023;000000;111650.0000000;112450.0000000;110110.0000000;111910.0000000;637851
SPFB.RTS;D;20181024;000000;111790.0000000;113500.0000000;110640.0000000;111040.0000000;700001
SPFB.RTS;D;20181025;000000;111070.0000000;112280.0000000;110320.0000000;111800.0000000;568243
SPFB.RTS;D;20181026;000000;111760.0000000;111760.0000000;108610.0000000;109790.0000000;633079
SPFB.RTS;D;20181029;000000;109720.0000000;111470.0000000;108940.0000000;109730.0000000;502597
SPFB.RTS;D;20181030;000000;109750.0000000;111180.0000000;109180.0000000;111000.0000000;503141
SPFB.RTS;D;20181031;000000;111000.0000000;112630.0000000;111000.0000000;112080.0000000;467326
SPFB.RTS;D;20181101;000000;112090.0000000;113310.0000000;111540.0000000;112940.0000000;476050
SPFB.RTS;D;20181102;000000;112940.0000000;114110.0000000;112540.0000000;113310.0000000;424601
SPFB.RTS;D;20181106;000000;113400.0000000;115160.0000000;113400.0000000;114700.0000000;316096
SPFB.RTS;D;20181107;000000;114650.0000000;116390.0000000;113640.0000000;115980.0000000;473064
SPFB.RTS;D;20181108;000000;115980.0000000;116560.0000000;113530.0000000;113780.0000000;463099
SPFB.RTS;D;20181109;000000;113830.0000000;114090.0000000;110920.0000000;111110.0000000;512654
SPFB.RTS;D;20181112;000000;111190.0000000;112730.0000000;110310.0000000;110340.0000000;410586
SPFB.RTS;D;20181113;000000;110480.0000000;111590.0000000;108910.0000000;109350.0000000;613566
SPFB.RTS;D;20181114;000000;109390.0000000;111920.0000000;108430.0000000;111820.0000000;652847
SPFB.RTS;D;20181115;000000;111880.0000000;114050.0000000;111880.0000000;113700.0000000;615496
SPFB.RTS;D;20181116;000000;113750.0000000;114340.0000000;112240.0000000;113400.0000000;414353
SPFB.RTS;D;20181119;000000;113360.0000000;114110.0000000;112610.0000000;113680.0000000;413160
SPFB.RTS;D;20181120;000000;113560.0000000;113560.0000000;110010.0000000;110250.0000000;563634
SPFB.RTS;D;20181121;000000;110310.0000000;113530.0000000;110310.0000000;112880.0000000;413660
SPFB.RTS;D;20181122;000000;112920.0000000;113770.0000000;112360.0000000;113480.0000000;258016
SPFB.RTS;D;20181123;000000;113450.0000000;113450.0000000;110700.0000000;111300.0000000;411517
SPFB.RTS;D;20181126;000000;111280.0000000;111280.0000000;106750.0000000;108370.0000000;697262
SPFB.RTS;D;20181127;000000;108380.0000000;110340.0000000;108130.0000000;109580.0000000;543221
SPFB.RTS;D;20181128;000000;109590.0000000;113870.0000000;109170.0000000;112690.0000000;613792
SPFB.RTS;D;20181129;000000;112700.0000000;114630.0000000;112100.0000000;113870.0000000;633056
SPFB.RTS;D;20181130;000000;113770.0000000;113770.0000000;111480.0000000;112000.0000000;435339
SPFB.RTS;D;20181203;000000;112120.0000000;117390.0000000;112120.0000000;115200.0000000;416209
SPFB.RTS;D;20181204;000000;115150.0000000;115830.0000000;113180.0000000;113440.0000000;431496
SPFB.RTS;D;20181205;000000;113460.0000000;115290.0000000;113030.0000000;115050.0000000;327682
SPFB.RTS;D;20181206;000000;114930.0000000;114930.0000000;111740.0000000;113800.0000000;648897
SPFB.RTS;D;20181207;000000;113720.0000000;116060.0000000;113070.0000000;114450.0000000;585706
