<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS;D;20181210;000000;114510.0000000;115430.0000000;112640.0000000;113330.0000000;7743
SPFB.RTS;D;20181211;000000;113400.0000000;114320.0000000;112700.0000000;113120.0000000;8761
SPFB.RTS;D;20181212;000000;113260.0000000;113870.0000000;112360.0000000;112680.0000000;9908
SPFB.RTS;D;20181213;000000;112730.0000000;113370.0000000;112060.0000000;113290.0000000;7687
SPFB.RTS;D;20181214;000000;113290.0000000;113290.0000000;111120.0000000;111520.0000000;33668
SPFB.RTS;D;20181217;000000;111440.0000000;112990.0000000;110650.0000000;110650.0000000;46668
SPFB.RTS;D;20181218;000000;110640.0000000;110990.0000000;109300.0000000;109440.0000000;84442
SPFB.RTS;D;20181219;000000;109450.0000000;112200.0000000;108000.0000000;108930.0000000;320807
SPFB.RTS;D;20181220;000000;108910.0000000;110150.0000000;107450.0000000;108370.0000000;617766
SPFB.RTS;D;20181221;000000;108450.0000000;109430.0000000;106920.0000000;107390.0000000;528939
SPFB.RTS;D;20181224;000000;107410.0000000;108380.0000000;105670.0000000;106110.0000000;347323
SPFB.RTS;D;20181225;000000;106130.0000000;106320.0000000;101640.0000000;105880.0000000;231596
SPFB.RTS;D;20181226;000000;105840.0000000;107640.0000000;104690.0000000;107550.0000000;376760
SPFB.RTS;D;20181227;000000;107540.0000000;107740.0000000;104900.0000000;106310.0000000;445049
SPFB.RTS;D;20181228;000000;106500.0000000;108360.0000000;106160.0000000;107800.0000000;340921
SPFB.RTS;D;20181229;000000;107760.0000000;107960.0000000;106330.0000000;106520.0000000;53519
SPFB.RTS;D;20190103;000000;106580.0000000;109830.0000000;106570.0000000;109400.0000000;293965
SPFB.RTS;D;20190104;000000;109520.0000000;112850.0000000;109520.0000000;112460.0000000;306966
SPFB.RTS;D;20190108;000000;112630.0000000;113990.0000000;111860.0000000;112920.0000000;276967
SPFB.RTS;D;20190109;000000;113000.0000000;114670.0000000;112810.0000000;114280.0000000;279203
SPFB.RTS;D;20190110;000000;114210.0000000;115050.0000000;113170.0000000;115050.0000000;331664
SPFB.RTS;D;20190111;000000;115000.0000000;115630.0000000;114280.0000000;115000.0000000;323432
SPFB.RTS;D;20190114;000000;114920.0000000;115190.0000000;113480.0000000;114690.0000000;294294
SPFB.RTS;D;20190115;000000;114730.0000000;115900.0000000;114070.0000000;114940.0000000;358407
SPFB.RTS;D;20190116;000000;114950.0000000;116620.0000000;114880.0000000;116120.0000000;317032
SPFB.RTS;D;20190117;000000;116110.0000000;116840.0000000;115010.0000000;116360.0000000;366538
SPFB.RTS;D;20190118;000000;116500.0000000;118160.0000000;116500.0000000;117870.0000000;325178
SPFB.RTS;D;20190121;000000;117880.0000000;118110.0000000;117220.0000000;117370.0000000;197422
SPFB.RTS;D;20190122;000000;117370.0000000;117410.0000000;116360.0000000;116670.0000000;357996
SPFB.RTS;D;20190123;000000;116780.0000000;119000.0000000;116780.0000000;118550.0000000;362074
SPFB.RTS;D;20190124;000000;118490.0000000;119470.0000000;118080.0000000;119170.0000000;387031
SPFB.RTS;D;20190125;000000;119270.0000000;119640.0000000;118270.0000000;119010.0000000;283781
SPFB.RTS;D;20190128;000000;118970.0000000;119870.0000000;117460.0000000;117940.0000000;331802
SPFB.RTS;D;20190129;000000;118000.0000000;119580.0000000;117110.0000000;119060.0000000;381611
SPFB.RTS;D;20190130;000000;118970.0000000;121760.0000000;118930.0000000;121630.0000000;397857
SPFB.RTS;D;20190131;000000;121730.0000000;122720.0000000;120960.0000000;121610.0000000;419509
SPFB.RTS;D;20190201;000000;121500.0000000;121980.0000000;120680.0000000;121260.0000000;311434
SPFB.RTS;D;20190204;000000;121250.0000000;122100.0000000;121010.0000000;121300.0000000;260911
SPFB.RTS;D;20190205;000000;121350.0000000;123170.0000000;121340.0000000;122630.0000000;293589
SPFB.RTS;D;20190206;000000;122630.0000000;122790.0000000;120920.0000000;121270.0000000;276664
SPFB.RTS;D;20190207;000000;121140.0000000;121360.0000000;119110.0000000;119850.0000000;379456
SPFB.RTS;D;20190208;000000;119750.0000000;120300.0000000;119140.0000000;119880.0000000;320755
SPFB.RTS;D;20190211;000000;119890.0000000;121130.0000000;119810.0000000;119890.0000000;314294
SPFB.RTS;D;20190212;000000;120040.0000000;122040.0000000;120040.0000000;120750.0000000;400804
SPFB.RTS;D;20190213;000000;120840.0000000;121650.0000000;116710.0000000;116760.0000000;518678
SPFB.RTS;D;20190214;000000;116770.0000000;117540.0000000;115310.0000000;117220.0000000;616405
SPFB.RTS;D;20190215;000000;117030.0000000;118360.0000000;116780.0000000;118310.0000000;341432
SPFB.RTS;D;20190218;000000;118290.0000000;118740.0000000;116750.0000000;117770.0000000;306442
SPFB.RTS;D;20190219;000000;117700.0000000;118630.0000000;116480.0000000;118560.0000000;402550
SPFB.RTS;D;20190220;000000;118480.0000000;120180.0000000;118080.0000000;119560.0000000;370220
SPFB.RTS;D;20190221;000000;119650.0000000;120100.0000000;118190.0000000;118620.0000000;339920
SPFB.RTS;D;20190222;000000;118690.0000000;120210.0000000;118570.0000000;119630.0000000;260358
SPFB.RTS;D;20190225;000000;119680.0000000;121090.0000000;119180.0000000;119540.0000000;391860
SPFB.RTS;D;20190226;000000;119300.0000000;120170.0000000;118520.0000000;120140.0000000;328364
SPFB.RTS;D;20190227;000000;120020.0000000;120140.0000000;118180.0000000;119280.0000000;395453
SPFB.RTS;D;20190228;000000;119230.0000000;119230.0000000;118000.0000000;118580.0000000;366745
SPFB.RTS;D;20190301;000000;118610.0000000;119470.0000000;117830.0000000;118100.0000000;356140
SPFB.RTS;D;20190304;000000;118210.0000000;119200.0000000;117730.0000000;118270.0000000;328701
SPFB.RTS;D;20190305;000000;118270.0000000;118880.0000000;117660.0000000;118870.0000000;295887
SPFB.RTS;D;20190306;000000;118710.0000000;119420.0000000;118330.0000000;118950.0000000;287897
SPFB.RTS;D;20190307;000000;118990.0000000;119190.0000000;117310.0000000;117530.0000000;363608
SPFB.RTS;D;20190311;000000;116430.0000000;116980.0000000;116170.0000000;116970.0000000;3343
SPFB.RTS;D;20190312;000000;116970.0000000;117530.0000000;116700.0000000;117200.0000000;5729
SPFB.RTS;D;20190313;000000;117000.0000000;117800.0000000;116630.0000000;117500.0000000;10993
SPFB.RTS;D;20190314;000000;117700.0000000;117980.0000000;116660.0000000;117020.0000000;19794
SPFB.RTS;D;20190315;000000;117050.0000000;118590.0000000;117050.0000000;118410.0000000;19056
SPFB.RTS;D;20190318;000000;118590.0000000;120880.0000000;118590.0000000;120680.0000000;40490
SPFB.RTS;D;20190319;000000;120600.0000000;120950.0000000;119900.0000000;120500.0000000;55353
SPFB.RTS;D;20190320;000000;120590.0000000;122710.0000000;120150.0000000;122020.0000000;219188
SPFB.RTS;D;20190321;000000;122090.0000000;122600.0000000;121370.0000000;121960.0000000;347552
SPFB.RTS;D;20190322;000000;121960.0000000;122320.0000000;118630.0000000;119020.0000000;459704
SPFB.RTS;D;20190325;000000;119070.0000000;121220.0000000;118690.0000000;120710.0000000;446738
SPFB.RTS;D;20190326;000000;120780.0000000;121700.0000000;120380.0000000;120770.0000000;343090
SPFB.RTS;D;20190327;000000;120830.0000000;121090.0000000;118780.0000000;119300.0000000;379871
SPFB.RTS;D;20190328;000000;119210.0000000;119530.0000000;118510.0000000;119160.0000000;343663
SPFB.RTS;D;20190329;000000;119290.0000000;120360.0000000;117390.0000000;117910.0000000;455740
SPFB.RTS;D;20190401;000000;118000.0000000;120330.0000000;118000.0000000;120230.0000000;332241
SPFB.RTS;D;20190402;000000;120160.0000000;120650.0000000;119200.0000000;120490.0000000;299010
SPFB.RTS;D;20190403;000000;120500.0000000;121450.0000000;119910.0000000;120330.0000000;386960
SPFB.RTS;D;20190404;000000;120240.0000000;120470.0000000;119380.0000000;120020.0000000;311984
SPFB.RTS;D;20190405;000000;120140.0000000;121100.0000000;120070.0000000;121000.0000000;258763
SPFB.RTS;D;20190408;000000;121020.0000000;122570.0000000;120780.0000000;122410.0000000;245837
SPFB.RTS;D;20190409;000000;122430.0000000;123310.0000000;122090.0000000;122590.0000000;271384
SPFB.RTS;D;20190410;000000;122640.0000000;124740.0000000;122640.0000000;124380.0000000;319150
SPFB.RTS;D;20190411;000000;124310.0000000;124540.0000000;122310.0000000;122830.0000000;396586
SPFB.RTS;D;20190412;000000;122920.0000000;124300.0000000;122510.0000000;123170.0000000;359150
SPFB.RTS;D;20190415;000000;123240.0000000;124100.0000000;122130.0000000;123120.0000000;296213
SPFB.RTS;D;20190416;000000;122960.0000000;124470.0000000;122320.0000000;124450.0000000;346754
SPFB.RTS;D;20190417;000000;124470.0000000;125030.0000000;123950.0000000;124510.0000000;307146
SPFB.RTS;D;20190418;000000;124480.0000000;124490.0000000;123330.0000000;124450.0000000;321158
SPFB.RTS;D;20190419;000000;124400.0000000;124590.0000000;123880.0000000;124120.0000000;73620
SPFB.RTS;D;20190422;000000;124250.0000000;125780.0000000;124250.0000000;125410.0000000;208211
SPFB.RTS;D;20190423;000000;125500.0000000;126490.0000000;125040.0000000;125820.0000000;274012
SPFB.RTS;D;20190424;000000;125820.0000000;125820.0000000;123060.0000000;123690.0000000;359568
SPFB.RTS;D;20190425;000000;123570.0000000;123850.0000000;122260.0000000;122570.0000000;360924
SPFB.RTS;D;20190426;000000;122570.0000000;122810.0000000;121840.0000000;122670.0000000;356352
SPFB.RTS;D;20190429;000000;122680.0000000;123530.0000000;122350.0000000;123200.0000000;285203
SPFB.RTS;D;20190430;000000;123090.0000000;123300.0000000;121870.0000000;122790.0000000;288266
SPFB.RTS;D;20190502;000000;122700.0000000;122730.0000000;121240.0000000;122220.0000000;246378
SPFB.RTS;D;20190503;000000;122200.0000000;123570.0000000;121800.0000000;123190.0000000;270711
SPFB.RTS;D;20190506;000000;123170.0000000;123170.0000000;120730.0000000;122410.0000000;314286
SPFB.RTS;D;20190507;000000;122400.0000000;122680.0000000;120710.0000000;121040.0000000;339295
SPFB.RTS;D;20190508;000000;121040.0000000;121900.0000000;120600.0000000;121010.0000000;347029
SPFB.RTS;D;20190510;000000;120940.0000000;121030.0000000;118710.0000000;119900.0000000;347055
SPFB.RTS;D;20190513;000000;119900.0000000;120050.0000000;118400.0000000;118830.0000000;430704
SPFB.RTS;D;20190514;000000;118930.0000000;122500.0000000;118820.0000000;122440.0000000;470091
SPFB.RTS;D;20190515;000000;122500.0000000;122980.0000000;121580.0000000;122410.0000000;417553
SPFB.RTS;D;20190516;000000;122420.0000000;124340.0000000;122220.0000000;123030.0000000;388786
SPFB.RTS;D;20190517;000000;123030.0000000;123680.0000000;122760.0000000;122880.0000000;300261
SPFB.RTS;D;20190520;000000;122950.0000000;124030.0000000;122810.0000000;123160.0000000;271606
SPFB.RTS;D;20190521;000000;123210.0000000;125900.0000000;123160.0000000;125800.0000000;341946
SPFB.RTS;D;20190522;000000;125830.0000000;127470.0000000;125170.0000000;127100.0000000;336237
SPFB.RTS;D;20190523;000000;127020.0000000;127020.0000000;124550.0000000;125220.0000000;411777
SPFB.RTS;D;20190524;000000;125400.0000000;126890.0000000;125210.0000000;125700.0000000;293414
SPFB.RTS;D;20190527;000000;125760.0000000;126670.0000000;125690.0000000;126520.0000000;165432
SPFB.RTS;D;20190528;000000;126530.0000000;127000.0000000;124220.0000000;124790.0000000;381352
SPFB.RTS;D;20190529;000000;124710.0000000;126410.0000000;124010.0000000;126330.0000000;418725
SPFB.RTS;D;20190530;000000;126330.0000000;126980.0000000;125880.0000000;126200.0000000;359455
SPFB.RTS;D;20190531;000000;126170.0000000;126900.0000000;124770.0000000;125770.0000000;383164
SPFB.RTS;D;20190603;000000;125730.0000000;130230.0000000;125100.0000000;129360.0000000;686476
SPFB.RTS;D;20190604;000000;129690.0000000;130170.0000000;127850.0000000;128710.0000000;501682
SPFB.RTS;D;20190605;000000;128530.0000000;129360.0000000;127810.0000000;128150.0000000;334204
SPFB.RTS;D;20190606;000000;128180.0000000;130400.0000000;128080.0000000;130110.0000000;361427
SPFB.RTS;D;20190607;000000;130160.0000000;131180.0000000;130040.0000000;130450.0000000;269876
SPFB.RTS;D;20190610;000000;128230.0000000;130070.0000000;128050.0000000;128710.0000000;10858
SPFB.RTS;D;20190611;000000;128800.0000000;131630.0000000;128800.0000000;130870.0000000;15868
SPFB.RTS;D;20190613;000000;130400.0000000;131800.0000000;129910.0000000;131360.0000000;18848
SPFB.RTS;D;20190614;000000;131500.0000000;132690.0000000;130650.0000000;130880.0000000;48755
SPFB.RTS;D;20190617;000000;130810.0000000;132330.0000000;130530.0000000;131500.0000000;64403
SPFB.RTS;D;20190618;000000;131160.0000000;133160.0000000;127100.0000000;133100.0000000;81419
SPFB.RTS;D;20190619;000000;133100.0000000;133930.0000000;132610.0000000;133500.0000000;172252
SPFB.RTS;D;20190620;000000;133500.0000000;136650.0000000;133500.0000000;136020.0000000;386600
SPFB.RTS;D;20190621;000000;135950.0000000;135970.0000000;133800.0000000;135050.0000000;394261
SPFB.RTS;D;20190624;000000;135110.0000000;136350.0000000;135110.0000000;136180.0000000;221810
SPFB.RTS;D;20190625;000000;136080.0000000;136560.0000000;134460.0000000;135230.0000000;284491
SPFB.RTS;D;20190626;000000;135290.0000000;136610.0000000;134900.0000000;135940.0000000;291720
SPFB.RTS;D;20190627;000000;136010.0000000;137080.0000000;135270.0000000;136000.0000000;325664
SPFB.RTS;D;20190628;000000;135950.0000000;136780.0000000;134600.0000000;134970.0000000;315353
SPFB.RTS;D;20190701;000000;135290.0000000;138360.0000000;135290.0000000;137720.0000000;361058
SPFB.RTS;D;20190702;000000;137720.0000000;137910.0000000;136270.0000000;136760.0000000;270146
SPFB.RTS;D;20190703;000000;136730.0000000;137830.0000000;136130.0000000;137780.0000000;264551
SPFB.RTS;D;20190704;000000;137680.0000000;138850.0000000;137300.0000000;138600.0000000;206209
SPFB.RTS;D;20190705;000000;138540.0000000;138850.0000000;137140.0000000;137530.0000000;267197
SPFB.RTS;D;20190708;000000;137520.0000000;138340.0000000;136600.0000000;137900.0000000;239546
SPFB.RTS;D;20190709;000000;137870.0000000;138200.0000000;136900.0000000;137090.0000000;194056
SPFB.RTS;D;20190710;000000;137110.0000000;139270.0000000;136830.0000000;138660.0000000;336846
SPFB.RTS;D;20190711;000000;138780.0000000;139540.0000000;137240.0000000;137950.0000000;329562
SPFB.RTS;D;20190712;000000;137920.0000000;138000.0000000;136140.0000000;137830.0000000;287384
SPFB.RTS;D;20190715;000000;137860.0000000;137980.0000000;136600.0000000;136890.0000000;247543
SPFB.RTS;D;20190716;000000;136900.0000000;136940.0000000;135360.0000000;135610.0000000;349540
SPFB.RTS;D;20190717;000000;135690.0000000;136970.0000000;135410.0000000;135910.0000000;318426
SPFB.RTS;D;20190718;000000;135950.0000000;136570.0000000;135120.0000000;136380.0000000;371673
SPFB.RTS;D;20190719;000000;136520.0000000;137000.0000000;135090.0000000;135250.0000000;276701
SPFB.RTS;D;20190722;000000;135370.0000000;135700.0000000;134150.0000000;134670.0000000;294689
SPFB.RTS;D;20190723;000000;134620.0000000;135480.0000000;134160.0000000;135340.0000000;272864
SPFB.RTS;D;20190724;000000;135290.0000000;135400.0000000;133700.0000000;134020.0000000;264326
SPFB.RTS;D;20190725;000000;134070.0000000;136600.0000000;132970.0000000;134550.0000000;451109
SPFB.RTS;D;20190726;000000;134610.0000000;136340.0000000;134530.0000000;135880.0000000;330554
SPFB.RTS;D;20190729;000000;135750.0000000;135990.0000000;134880.0000000;135980.0000000;197293
SPFB.RTS;D;20190730;000000;135990.0000000;136200.0000000;135060.0000000;135980.0000000;217818
SPFB.RTS;D;20190731;000000;135980.0000000;136960.0000000;133530.0000000;134970.0000000;394456
SPFB.RTS;D;20190801;000000;134930.0000000;135420.0000000;131900.0000000;132090.0000000;400937
SPFB.RTS;D;20190802;000000;131980.0000000;132320.0000000;129140.0000000;129680.0000000;543418
SPFB.RTS;D;20190805;000000;129640.0000000;129780.0000000;127430.0000000;127750.0000000;435982
SPFB.RTS;D;20190806;000000;127830.0000000;130290.0000000;127830.0000000;129690.0000000;331753
SPFB.RTS;D;20190807;000000;129700.0000000;130730.0000000;128090.0000000;130000.0000000;505043
SPFB.RTS;D;20190808;000000;130000.0000000;131120.0000000;130000.0000000;130910.0000000;282804
SPFB.RTS;D;20190809;000000;130900.0000000;130900.0000000;128930.0000000;129850.0000000;345404
SPFB.RTS;D;20190812;000000;129940.0000000;130470.0000000;128810.0000000;129720.0000000;287754
SPFB.RTS;D;20190813;000000;129590.0000000;130940.0000000;127900.0000000;130350.0000000;508124
SPFB.RTS;D;20190814;000000;130330.0000000;130580.0000000;125520.0000000;126130.0000000;551627
SPFB.RTS;D;20190815;000000;126130.0000000;127100.0000000;124230.0000000;125520.0000000;641329
SPFB.RTS;D;20190816;000000;125530.0000000;126290.0000000;124120.0000000;124250.0000000;326536
SPFB.RTS;D;20190819;000000;124250.0000000;125670.0000000;123440.0000000;125130.0000000;400481
SPFB.RTS;D;20190820;000000;125130.0000000;126900.0000000;124650.0000000;126310.0000000;351357
SPFB.RTS;D;20190821;000000;126470.0000000;128500.0000000;126470.0000000;128350.0000000;316055
SPFB.RTS;D;20190822;000000;128310.0000000;128900.0000000;127590.0000000;128580.0000000;320275
SPFB.RTS;D;20190823;000000;128580.0000000;128900.0000000;125780.0000000;126200.0000000;515448
SPFB.RTS;D;20190826;000000;126200.0000000;127850.0000000;125150.0000000;126790.0000000;368867
SPFB.RTS;D;20190827;000000;126870.0000000;127000.0000000;124870.0000000;126010.0000000;419376
SPFB.RTS;D;20190828;000000;126090.0000000;126950.0000000;125070.0000000;126720.0000000;373685
SPFB.RTS;D;20190829;000000;126670.0000000;128640.0000000;126270.0000000;128290.0000000;342671
SPFB.RTS;D;20190830;000000;128290.0000000;129690.0000000;128270.0000000;129050.0000000;332353
SPFB.RTS;D;20190902;000000;129060.0000000;130950.0000000;128830.0000000;130350.0000000;265518
SPFB.RTS;D;20190903;000000;130330.0000000;131470.0000000;129630.0000000;131470.0000000;369024
SPFB.RTS;D;20190904;000000;131480.0000000;133640.0000000;131480.0000000;133330.0000000;345137
SPFB.RTS;D;20190905;000000;133530.0000000;134490.0000000;132950.0000000;133210.0000000;344177
SPFB.RTS;D;20190906;000000;133220.0000000;134410.0000000;132750.0000000;134170.0000000;348015
SPFB.RTS;D;20190909;000000;134200.0000000;135880.0000000;132650.0000000;133870.0000000;268247
SPFB.RTS;D;20190910;000000;132760.0000000;133440.0000000;131670.0000000;132980.0000000;4706
SPFB.RTS;D;20190911;000000;133080.0000000;134610.0000000;132680.0000000;133330.0000000;9641
SPFB.RTS;D;20190912;000000;133800.0000000;135330.0000000;133440.0000000;135000.0000000;20744
SPFB.RTS;D;20190913;000000;134970.0000000;135870.0000000;134700.0000000;135340.0000000;17728
SPFB.RTS;D;20190916;000000;135540.0000000;139250.0000000;135540.0000000;138420.0000000;38338
SPFB.RTS;D;20190917;000000;138220.0000000;138770.0000000;136150.0000000;136820.0000000;66518
SPFB.RTS;D;20190918;000000;136620.0000000;137400.0000000;135540.0000000;137160.0000000;155532
SPFB.RTS;D;20190919;000000;137160.0000000;137490.0000000;136050.0000000;136350.0000000;327979
SPFB.RTS;D;20190920;000000;136350.0000000;136680.0000000;135230.0000000;135480.0000000;286306
SPFB.RTS;D;20190923;000000;135560.0000000;136190.0000000;135010.0000000;135780.0000000;186016
SPFB.RTS;D;20190924;000000;136760.0000000;136930.0000000;133610.0000000;133990.0000000;324229
SPFB.RTS;D;20190925;000000;133980.0000000;134530.0000000;132870.0000000;134490.0000000;310612
SPFB.RTS;D;20190926;000000;134430.0000000;135310.0000000;134020.0000000;134970.0000000;298343
SPFB.RTS;D;20190927;000000;134820.0000000;134990.0000000;132810.0000000;133300.0000000;314116
SPFB.RTS;D;20190930;000000;133300.0000000;133810.0000000;132310.0000000;132520.0000000;303784
SPFB.RTS;D;20191001;000000;132640.0000000;133920.0000000;131450.0000000;132000.0000000;313743
SPFB.RTS;D;20191002;000000;131900.0000000;132190.0000000;130020.0000000;130690.0000000;404897
SPFB.RTS;D;20191003;000000;130700.0000000;131110.0000000;129170.0000000;130790.0000000;451599
SPFB.RTS;D;20191004;000000;130790.0000000;131480.0000000;130340.0000000;130870.0000000;329204
SPFB.RTS;D;20191007;000000;130820.0000000;131810.0000000;129830.0000000;131180.0000000;310529
SPFB.RTS;D;20191008;000000;131230.0000000;131890.0000000;129650.0000000;130270.0000000;373551
SPFB.RTS;D;20191009;000000;130180.0000000;131850.0000000;130080.0000000;131010.0000000;276517
SPFB.RTS;D;20191010;000000;131030.0000000;132830.0000000;130560.0000000;132690.0000000;335489
SPFB.RTS;D;20191011;000000;132790.0000000;134170.0000000;132550.0000000;132910.0000000;341104
SPFB.RTS;D;20191014;000000;132840.0000000;133020.0000000;131520.0000000;131730.0000000;279874
SPFB.RTS;D;20191015;000000;131780.0000000;133200.0000000;131610.0000000;132890.0000000;277756
SPFB.RTS;D;20191016;000000;132920.0000000;134500.0000000;132830.0000000;134390.0000000;302474
SPFB.RTS;D;20191017;000000;134270.0000000;135330.0000000;134110.0000000;134560.0000000;288952
SPFB.RTS;D;20191018;000000;134560.0000000;135580.0000000;134460.0000000;135340.0000000;234948
SPFB.RTS;D;20191021;000000;135310.0000000;136470.0000000;135090.0000000;136180.0000000;231566
SPFB.RTS;D;20191022;000000;136310.0000000;138160.0000000;136170.0000000;137450.0000000;272820
SPFB.RTS;D;20191023;000000;137480.0000000;138670.0000000;137250.0000000;138390.0000000;256006
SPFB.RTS;D;20191024;000000;138440.0000000;140740.0000000;138360.0000000;140560.0000000;370110
SPFB.RTS;D;20191025;000000;140560.0000000;142130.0000000;139720.0000000;141980.0000000;356868
SPFB.RTS;D;20191028;000000;141990.0000000;142860.0000000;140270.0000000;140600.0000000;362304
SPFB.RTS;D;20191029;000000;140650.0000000;141780.0000000;140040.0000000;141380.0000000;316978
SPFB.RTS;D;20191030;000000;141380.0000000;143460.0000000;141050.0000000;143260.0000000;399357
SPFB.RTS;D;20191031;000000;143330.0000000;144560.0000000;141030.0000000;141470.0000000;446644
SPFB.RTS;D;20191101;000000;141500.0000000;145500.0000000;141460.0000000;145450.0000000;414760
SPFB.RTS;D;20191105;000000;145500.0000000;147060.0000000;144820.0000000;145930.0000000;338333
SPFB.RTS;D;20191106;000000;145920.0000000;146540.0000000;141450.0000000;145990.0000000;410548
SPFB.RTS;D;20191107;000000;145910.0000000;148220.0000000;145720.0000000;147880.0000000;384445
SPFB.RTS;D;20191108;000000;147790.0000000;147860.0000000;145150.0000000;146620.0000000;377768
SPFB.RTS;D;20191111;000000;146600.0000000;146600.0000000;145030.0000000;145460.0000000;271313
SPFB.RTS;D;20191112;000000;145550.0000000;146760.0000000;143430.0000000;143710.0000000;401313
SPFB.RTS;D;20191113;000000;143700.0000000;143920.0000000;142630.0000000;143390.0000000;376567
SPFB.RTS;D;20191114;000000;143470.0000000;144500.0000000;142100.0000000;143230.0000000;429353
SPFB.RTS;D;20191115;000000;143350.0000000;145450.0000000;143110.0000000;145180.0000000;361194
SPFB.RTS;D;20191118;000000;145210.0000000;145820.0000000;143110.0000000;144240.0000000;343322
SPFB.RTS;D;20191119;000000;144250.0000000;145320.0000000;143750.0000000;144390.0000000;383873
SPFB.RTS;D;20191120;000000;144360.0000000;144890.0000000;142710.0000000;144070.0000000;454752
SPFB.RTS;D;20191121;000000;144070.0000000;145590.0000000;143790.0000000;145130.0000000;359439
SPFB.RTS;D;20191122;000000;145100.0000000;146490.0000000;144140.0000000;144620.0000000;363202
SPFB.RTS;D;20191125;000000;144670.0000000;145880.0000000;144510.0000000;145080.0000000;265129
SPFB.RTS;D;20191126;000000;145150.0000000;145450.0000000;143100.0000000;143650.0000000;339209
SPFB.RTS;D;20191127;000000;143780.0000000;144640.0000000;143030.0000000;143890.0000000;282300
SPFB.RTS;D;20191128;000000;143770.0000000;143770.0000000;142490.0000000;143560.0000000;233958
SPFB.RTS;D;20191129;000000;143480.0000000;143580.0000000;142120.0000000;143090.0000000;292798
SPFB.RTS;D;20191202;000000;143100.0000000;144440.0000000;142070.0000000;142400.0000000;348281
SPFB.RTS;D;20191203;000000;142430.0000000;143120.0000000;140600.0000000;141140.0000000;408919
SPFB.RTS;D;20191204;000000;141190.0000000;142960.0000000;140450.0000000;142650.0000000;356351
SPFB.RTS;D;20191205;000000;142670.0000000;142980.0000000;141440.0000000;142850.0000000;340235
SPFB.RTS;D;20191206;000000;142890.0000000;144750.0000000;142470.0000000;144710.0000000;329266
SPFB.RTS;D;20191209;000000;144660.0000000;145340.0000000;143960.0000000;144830.0000000;288324
SPFB.RTS;D;20191210;000000;144650.0000000;144890.0000000;144460.0000000;144840.0000000;368
